trip_id,service_id,route_id,trip_headsign,direction_id,shape_id
4503599630373528,4503599629560004,11821949023946612,Saint Agne-SNCF TOULOUSE,0,4503599629560036
4503599630772590,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772592,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772594,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772596,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772598,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772600,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772602,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772604,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772606,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772608,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772610,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772612,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772614,4503599629230145,11821949023707108,Barrière de Paris TOULOUSE,0,4503599629230145
4503599630772618,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772620,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772622,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772624,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772626,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772630,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772632,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772634,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772636,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772638,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772640,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630772642,4503599629230145,11821949023707108,Glacière Sesquières TOULOUSE,1,4503599629230177
4503599630773886,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773888,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773890,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773892,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773894,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773896,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773898,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773900,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773902,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773904,4503599629560004,11821949021891677,Varennes En Clavié VARENNES,1,4503599630773886
4503599630773906,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773908,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773912,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773914,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773916,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773918,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773920,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773922,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773924,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630773926,4503599629560004,11821949021891677,Saint Orens Lycée SAINT-ORENS-DE-GAMEVILLE,0,4503599630773906
4503599630810388,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810390,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810392,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810394,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810396,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810398,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810400,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810402,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810404,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810406,4503599629560004,11821949021891678,Montbrun Lauragais Roumieu MONTBRUN-LAURAGAIS,1,4503599630810388
4503599630810429,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810431,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810433,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810435,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810437,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810439,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810441,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810443,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810445,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599630810447,4503599629560004,11821949021891678,Castanet-Tolosan CASTANET-TOLOSAN,0,4503599630810429
4503599631507892,4503599631507892,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507893,4503599631507892,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507895,4503599631507895,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507896,4503599631507892,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507897,4503599631507895,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507898,4503599631507892,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507899,4503599631507895,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507900,4503599631507892,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507901,4503599631507892,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507902,4503599631507895,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507903,4503599631507892,11821949021891897,Balma-Gramont BALMA,0,4503599631507892
4503599631507904,4503599631507892,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507905,4503599631507892,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507906,4503599631507895,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507907,4503599631507892,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507908,4503599631507895,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507909,4503599631507909,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507910,4503599631507895,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507911,4503599631507909,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507912,4503599631507892,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507913,4503599631507895,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631507914,4503599631507909,11821949021891897,Drémil Stade DREMIL-LAFAGE,1,4503599631507904
4503599631512310,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512311,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512312,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512313,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512314,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512315,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512316,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512317,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512318,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512319,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512320,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631512321,4503599631512310,11821949023946609,Borderouge TOULOUSE,1,4503599631512310
4503599631529079,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529080,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529081,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529082,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529083,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529084,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529085,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529086,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529087,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529088,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529089,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529090,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529091,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529092,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529093,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529094,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529095,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529096,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529097,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529098,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529099,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529100,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529101,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529102,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529103,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529104,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529105,4503599631529079,11821949023742784,Montjoie RAMONVILLE-SAINT-AGNE,1,4503599631529079
4503599631529106,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529107,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529108,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529109,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529110,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529111,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529112,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529113,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529114,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529115,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529116,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529117,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529118,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529119,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529120,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529121,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529122,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529123,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529124,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529125,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529126,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529127,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529128,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529129,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529130,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529131,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529132,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631529133,4503599631529079,11821949023742784,Ramonville Métro RAMONVILLE-SAINT-AGNE,0,4503599631529106
4503599631531208,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531213,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531214,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531215,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531216,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531217,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531218,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531219,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531220,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531221,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531222,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531223,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531224,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531225,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531226,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531227,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531228,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531229,4503599631531208,11821949025413197,Collège Pechbonnieu PECHBONNIEU,0,4503599631531208
4503599631531230,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531231,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531232,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531233,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531234,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531235,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531236,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531237,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531238,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531239,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531240,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531241,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531242,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531243,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531244,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531245,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531246,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531247,4503599631531208,11821949025413197,Fenouillet Croix FENOUILLET,1,4503599631531230
4503599631531497,4503599631531497,11821949025413198,Muret Gare SNCF MURET,1,4503599631531497
4503599631531498,4503599631531497,11821949025413198,Muret Gare SNCF MURET,1,4503599631531497
4503599631531499,4503599631531497,11821949025413198,Muret Gare SNCF MURET,1,4503599631531497
4503599631531500,4503599631531497,11821949025413198,Muret Gare SNCF MURET,1,4503599631531497
4503599631531501,4503599631531497,11821949025413198,Muret Gare SNCF MURET,1,4503599631531497
4503599631531502,4503599631531497,11821949025413198,Muret Gare SNCF MURET,1,4503599631531497
4503599631531504,4503599631531497,11821949025413198,Potier Oncopole TOULOUSE,0,4503599631531504
4503599631531505,4503599631531497,11821949025413198,Potier Oncopole TOULOUSE,0,4503599631531504
4503599631531506,4503599631531497,11821949025413198,Potier Oncopole TOULOUSE,0,4503599631531504
4503599631531507,4503599631531497,11821949025413198,Potier Oncopole TOULOUSE,0,4503599631531504
4503599631531508,4503599631531497,11821949025413198,Potier Oncopole TOULOUSE,0,4503599631531504
4503599631531509,4503599631531497,11821949025413198,Potier Oncopole TOULOUSE,0,4503599631531504
4503599631531511,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531512,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531513,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531514,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531515,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531516,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531517,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531518,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531519,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531520,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531521,4503599631531511,11821949025413199,Saint Lys Piscine SAINT-LYS,1,4503599631531511
4503599631531522,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531523,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531524,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531525,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531526,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531527,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531528,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531529,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531530,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531531,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631531532,4503599631531511,11821949025413199,Tournefeuille Lycée TOURNEFEUILLE,0,4503599631531522
4503599631532894,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532896,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532897,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532898,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532899,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532901,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532902,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532903,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532904,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532905,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532906,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532907,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532908,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532909,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532910,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532911,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532912,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532913,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532914,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532915,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532916,4503599631532916,11821949021891899,La Vache,0,4503599631532894
4503599631532917,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532918,4503599631532894,11821949021891899,La Vache,0,4503599631532894
4503599631532919,4503599631532916,11821949021891899,La Vache,0,4503599631532894
4503599631535825,4503599631532894,11821949021891899,Saint Jory,1,4503599631535825
4503599631536339,4503599631532894,11821949021891899,Saint Jory,1,4503599631535825
4503599631536340,4503599631532894,11821949021891899,Saint Jory,1,4503599631535825
4503599631536341,4503599631532894,11821949021891899,Saint Jory,1,4503599631535825
4503599631536342,4503599631532894,11821949021891899,Saint Jory,1,4503599631535825
4503599631536343,4503599631532894,11821949021891899,Saint Jory,1,4503599631535825
4503599631536344,4503599631532894,11821949021891899,Saint Jory,1,4503599631535825
4503599631536345,4503599631532894,11821949021891899,Saint Jory,1,4503599631535825
